gene	chro	start	end	strand	gene_type	gene_id
ENSG00000284962	chr9	113071404	113070983	-	unprocessed_pseudogene	ENSG00000284962
ENSG00000285076	chr9	113076850	113076429	-	unprocessed_pseudogene	ENSG00000285076
ENSG00000284867	chr9	113082292	113081871	-	unprocessed_pseudogene	ENSG00000284867
ENSG00000285370	chr9	113087738	113087317	-	unprocessed_pseudogene	ENSG00000285370
FAM225B	chr9	113111543	113095149	-	lncRNA	ENSG00000225684
FAM225A	chr9	113111624	113119928	+	lncRNA	ENSG00000231528
SLC31A2	chr9	113150976	113164140	+	protein_coding	ENSG00000136867
FKBP15	chr9	113221458	113161006	-	protein_coding	ENSG00000119321
ENSG00000306272	chr9	113188476	113203871	+	lncRNA	ENSG00000306272
SLC31A1	chr9	113221544	113264492	+	protein_coding	ENSG00000136868
CDC26	chr9	113275572	113255835	-	protein_coding	ENSG00000176386
PRPF4	chr9	113275642	113294009	+	protein_coding	ENSG00000136875
RNF183	chr9	113303376	113297093	-	protein_coding	ENSG00000165188
WDR31	chr9	113340298	113313222	-	protein_coding	ENSG00000148225
BSPRY	chr9	113349541	113371233	+	protein_coding	ENSG00000119411
HDHD3	chr9	113376986	113373419	-	protein_coding	ENSG00000119431
ALAD	chr9	113401290	113386312	-	protein_coding	ENSG00000148218
POLE3	chr9	113410675	113407235	-	protein_coding	ENSG00000148229
C9orf43	chr9	113410054	113429690	+	protein_coding	ENSG00000157653
RGS3	chr9	113444731	113597743	+	protein_coding	ENSG00000138835
ENSG00000237073	chr9	113590031	113570190	-	lncRNA	ENSG00000237073
ENSG00000282897	chr9	113617375	113614589	-	TEC	ENSG00000282897
ENSG00000233817	chr9	113619228	113622634	+	lncRNA	ENSG00000233817
ENSG00000227482	chr9	113650956	113682855	+	lncRNA	ENSG00000227482
ENSG00000214669	chr9	113759419	113758994	-	processed_pseudogene	ENSG00000214669
ENSG00000232905	chr9	113851632	113850687	-	processed_pseudogene	ENSG00000232905
ENSG00000310133	chr9	113854210	113870514	+	lncRNA	ENSG00000310133
ZNF618	chr9	113876282	114056593	+	protein_coding	ENSG00000157657
AMBP	chr9	114078328	114060127	-	protein_coding	ENSG00000106927
ENSG00000294401	chr9	114081518	114084422	+	lncRNA	ENSG00000294401
KIF12	chr9	114099292	114086126	-	protein_coding	ENSG00000136883
ENSG00000304343	chr9	114126810	114129435	+	lncRNA	ENSG00000304343
COL27A1	chr9	114155537	114312511	+	protein_coding	ENSG00000196739
MIR455	chr9	114209434	114209529	+	miRNA	ENSG00000207726
ENSG00000297028	chr9	114234158	114233616	-	lncRNA	ENSG00000297028
ORM1	chr9	114323098	114326479	+	protein_coding	ENSG00000229314
ORM2	chr9	114329869	114333251	+	protein_coding	ENSG00000228278
AKNA	chr9	114394405	114334156	-	protein_coding	ENSG00000106948
ENSG00000298158	chr9	114364492	114367199	+	lncRNA	ENSG00000298158
ENSG00000298561	chr9	114388083	114397269	+	lncRNA	ENSG00000298561
ENSG00000235119	chr9	114398503	114396724	-	lncRNA	ENSG00000235119
WHRN	chr9	114505473	114402078	-	protein_coding	ENSG00000095397
ENSG00000271214	chr9	114491564	114491741	+	processed_pseudogene	ENSG00000271214
ENSG00000305362	chr9	114552230	114556845	+	lncRNA	ENSG00000305362
ENSG00000235797	chr9	114572901	114573371	+	processed_pseudogene	ENSG00000235797
ATP6V1G1	chr9	114587706	114598915	+	protein_coding	ENSG00000136888
TMEM268	chr9	114611206	114646422	+	protein_coding	ENSG00000157693
Y_RNA	chr9	114615568	114615455	-	misc_RNA	ENSG00000201749
TEX53	chr9	114662374	114656304	-	protein_coding	ENSG00000230054
ENSG00000294099	chr9	114657876	114659324	+	lncRNA	ENSG00000294099
ENSG00000304356	chr9	114662708	114663802	+	lncRNA	ENSG00000304356
TEX48	chr9	114682192	114666434	-	protein_coding	ENSG00000230601
ENSG00000230284	chr9	114696315	114695922	-	processed_pseudogene	ENSG00000230284
ENSG00000274919	chr9	114775120	114774737	-	processed_pseudogene	ENSG00000274919
TNFSF15	chr9	114806039	114784652	-	protein_coding	ENSG00000181634
ENSG00000301160	chr9	114820918	114811627	-	lncRNA	ENSG00000301160
ENSG00000229817	chr9	114845594	114848585	+	processed_pseudogene	ENSG00000229817
DELEC1	chr9	114850968	115402644	+	lncRNA	ENSG00000173077
TNFSF8	chr9	114930595	114893343	-	protein_coding	ENSG00000106952
ENSG00000299819	chr9	115000139	114951917	-	lncRNA	ENSG00000299819
TNC	chr9	115118207	115019575	-	protein_coding	ENSG00000041982
ENSG00000307377	chr9	115119030	115118418	-	lncRNA	ENSG00000307377
ENSG00000236461	chr9	115138409	115119539	-	lncRNA	ENSG00000236461
ENSG00000234692	chr9	115262559	115252524	-	lncRNA	ENSG00000234692
ENSG00000228714	chr9	115844651	115324932	-	lncRNA	ENSG00000228714
ENSG00000293963	chr9	115478567	115475743	-	lncRNA	ENSG00000293963
ENSG00000296984	chr9	115494707	115496567	+	lncRNA	ENSG00000296984
ENSG00000308236	chr9	115694285	115742987	+	lncRNA	ENSG00000308236
U2	chr9	115734392	115734491	+	snRNA	ENSG00000274755
ENSG00000308189	chr9	115743871	116070240	+	lncRNA	ENSG00000308189
LINC00474	chr9	115925720	115839214	-	lncRNA	ENSG00000204148
ENSG00000228707	chr9	116012361	116012965	+	lncRNA	ENSG00000228707
ENSG00000308256	chr9	116060721	116027507	-	lncRNA	ENSG00000308256
ENSG00000299212	chr9	116101949	116107348	+	lncRNA	ENSG00000299212
ENSG00000298241	chr9	116155457	116151516	-	lncRNA	ENSG00000298241
PAPPA	chr9	116153791	116402321	+	protein_coding	ENSG00000182752
ENSG00000298257	chr9	116154046	116153796	-	lncRNA	ENSG00000298257
PAPPA-AS2	chr9	116288769	116285829	-	lncRNA	ENSG00000226604
ENSG00000244757	chr9	116318689	116288618	-	lncRNA	ENSG00000244757
PAPPA-AS1	chr9	116400606	116398157	-	lncRNA	ENSG00000256040
ASTN2	chr9	117415070	116423112	-	protein_coding	ENSG00000148219
ASTN2-AS1	chr9	116504283	116564034	+	lncRNA	ENSG00000229105
ENSG00000230894	chr9	116567636	116586328	+	lncRNA	ENSG00000230894
ENSG00000308541	chr9	116597835	116658910	+	lncRNA	ENSG00000308541
TRIM32	chr9	116687305	116701300	+	protein_coding	ENSG00000119401
ENSG00000285820	chr9	116838144	116877264	+	lncRNA	ENSG00000285820
RPL10P3	chr9	117181095	117180628	-	processed_pseudogene	ENSG00000230734
SNORA70C	chr9	117181200	117181066	-	snoRNA	ENSG00000207268
RN7SKP128	chr9	117197118	117197420	+	misc_RNA	ENSG00000201140
RN7SKP125	chr9	117276985	117277286	+	misc_RNA	ENSG00000222413
ENSG00000305268	chr9	117431082	117433391	+	lncRNA	ENSG00000305268
ENSG00000233516	chr9	117466260	117437121	-	lncRNA	ENSG00000233516
ENSG00000233569	chr9	117643151	117657032	+	lncRNA	ENSG00000233569
RPL35AP22	chr9	117685588	117685254	-	processed_pseudogene	ENSG00000235133
ENSG00000285082	chr9	117704157	118083691	+	protein_coding	ENSG00000285082
TLR4	chr9	117704175	117724735	+	protein_coding	ENSG00000136869
RNU6-1082P	chr9	117708102	117707996	-	snRNA	ENSG00000201444
ENSG00000284977	chr9	117759390	118306252	+	lncRNA	ENSG00000284977
ENSG00000294872	chr9	117772673	117770009	-	lncRNA	ENSG00000294872
ENSG00000294815	chr9	117808109	117800774	-	lncRNA	ENSG00000294815
ENSG00000231901	chr9	117897256	117840322	-	lncRNA	ENSG00000231901
ENSG00000289735	chr9	117918096	117925216	+	lncRNA	ENSG00000289735
ENSG00000294843	chr9	117936176	117932601	-	lncRNA	ENSG00000294843
ENSG00000307874	chr9	118024497	117996892	-	lncRNA	ENSG00000307874
ENSG00000289736	chr9	117998722	118020727	+	lncRNA	ENSG00000289736
ENSG00000294316	chr9	118091699	118032314	-	lncRNA	ENSG00000294316
TPT1P9	chr9	118083382	118082869	-	processed_pseudogene	ENSG00000234782
ENSG00000302872	chr9	118366540	118398358	+	lncRNA	ENSG00000302872
ENSG00000300201	chr9	118597253	118514655	-	lncRNA	ENSG00000300201
ENSG00000293785	chr9	118678070	118687205	+	lncRNA	ENSG00000293785
ENSG00000225050	chr9	118733143	118687752	-	lncRNA	ENSG00000225050
ENSG00000306621	chr9	118688335	118706471	+	lncRNA	ENSG00000306621
LINC02578	chr9	118740563	118745312	+	lncRNA	ENSG00000235201
TUBB4BP6	chr9	118763867	118764345	+	processed_pseudogene	ENSG00000231166
ENSG00000301712	chr9	118808862	118807836	-	lncRNA	ENSG00000301712
ENSG00000302233	chr9	119052447	118948128	-	lncRNA	ENSG00000302233
ENSG00000302252	chr9	119009355	119012154	+	lncRNA	ENSG00000302252
BRINP1	chr9	119369435	119153458	-	protein_coding	ENSG00000078725
ENSG00000297716	chr9	119368770	119447327	+	lncRNA	ENSG00000297716
ENSG00000297691	chr9	119969276	119430139	-	lncRNA	ENSG00000297691
ENSG00000260970	chr9	119495375	119524125	+	lncRNA	ENSG00000260970
ENSG00000297737	chr9	119762062	119777937	+	lncRNA	ENSG00000297737
LINC01613	chr9	119934763	119937832	+	lncRNA	ENSG00000261432
ENSG00000225960	chr9	119968736	119974325	+	lncRNA	ENSG00000225960
ENSG00000299636	chr9	120025013	120017562	-	lncRNA	ENSG00000299636
ENSG00000305111	chr9	120047045	120066917	+	lncRNA	ENSG00000305111
ENSG00000309396	chr9	120120905	120076126	-	lncRNA	ENSG00000309396
MIR147A	chr9	120245050	120244979	-	miRNA	ENSG00000207814
ENSG00000294948	chr9	120384634	120322215	-	lncRNA	ENSG00000294948
ENSG00000301087	chr9	120386661	120415125	+	lncRNA	ENSG00000301087
CDK5RAP2	chr9	120580170	120388875	-	protein_coding	ENSG00000136861
ENSG00000308949	chr9	120495336	120501948	+	lncRNA	ENSG00000308949
MEGF9	chr9	120714470	120600811	-	protein_coding	ENSG00000106780
ENSG00000304436	chr9	120714728	120715992	+	lncRNA	ENSG00000304436
ENSG00000304828	chr9	120733341	120720432	-	lncRNA	ENSG00000304828
AHCYP2	chr9	120720673	120721972	+	processed_pseudogene	ENSG00000238181
FBXW2	chr9	120793416	120751978	-	protein_coding	ENSG00000119402
B3GALT9	chr9	120792403	120801787	+	protein_coding	ENSG00000214654
ENSG00000270917	chr9	120812845	120812475	-	processed_pseudogene	ENSG00000270917
PSMD5	chr9	120842951	120815496	-	protein_coding	ENSG00000095261
CUTALP	chr9	120824828	120854385	+	lncRNA	ENSG00000293514
CUTALP	chr9	120847294	120851339	+	transcribed_unitary_pseudogene	ENSG00000226752
PHF19	chr9	120894896	120855651	-	protein_coding	ENSG00000119403
ENSG00000306516	chr9	120876635	120876861	+	lncRNA	ENSG00000306516
TRAF1	chr9	120929173	120902393	-	protein_coding	ENSG00000056558
C5	chr9	121075195	120932987	-	protein_coding	ENSG00000106804
CNTRL	chr9	121074660	121177729	+	protein_coding	ENSG00000119397
RAB14	chr9	121223014	121178133	-	protein_coding	ENSG00000119396
ENSG00000293945	chr9	121202148	121205864	+	lncRNA	ENSG00000293945
RN7SL181P	chr9	121203159	121203435	+	misc_RNA	ENSG00000243738
GSN	chr9	121207794	121332843	+	protein_coding	ENSG00000148180
ENSG00000214651	chr9	121240089	121238117	-	processed_pseudogene	ENSG00000214651
ENSG00000303539	chr9	121249794	121251175	+	lncRNA	ENSG00000303539
ENSG00000239593	chr9	121286963	121279718	-	lncRNA	ENSG00000239593
GSN-AS1	chr9	121285530	121280768	-	lncRNA	ENSG00000235865
STOM	chr9	121370304	121338987	-	protein_coding	ENSG00000148175
ENSG00000227355	chr9	121369530	121548655	+	lncRNA	ENSG00000227355
GGTA1	chr9	121499844	121444991	-	protein_coding	ENSG00000204136
RN7SL187P	chr9	121494519	121494821	+	misc_RNA	ENSG00000240299
ENSG00000293940	chr9	121499828	121500886	+	lncRNA	ENSG00000293940
ENSG00000293886	chr9	121585029	121519722	-	lncRNA	ENSG00000293886
HMGB1P37	chr9	121520424	121519816	-	transcribed_processed_pseudogene	ENSG00000213467
DAB2IP	chr9	121567057	121785530	+	protein_coding	ENSG00000136848
ENSG00000229854	chr9	121576214	121574891	-	lncRNA	ENSG00000229854
ENSG00000293923	chr9	121701388	121695447	-	lncRNA	ENSG00000293923
ENSG00000296031	chr9	121812316	121813182	+	lncRNA	ENSG00000296031
TTLL11	chr9	122093606	121815674	-	protein_coding	ENSG00000175764
ENSG00000298078	chr9	121839818	121857893	+	lncRNA	ENSG00000298078
ENSG00000301342	chr9	122076664	122120653	+	lncRNA	ENSG00000301342
MIR4478	chr9	122120167	122120082	-	miRNA	ENSG00000266583
NDUFA8	chr9	122159779	122144058	-	protein_coding	ENSG00000119421
MORN5	chr9	122159908	122200088	+	protein_coding	ENSG00000185681
LHX6	chr9	122229626	122202577	-	protein_coding	ENSG00000106852
RBM18	chr9	122264840	122237622	-	protein_coding	ENSG00000119446
MRRF	chr9	122264603	122331337	+	protein_coding	ENSG00000148187
PTGS1	chr9	122370530	122395703	+	protein_coding	ENSG00000095303
ENSG00000269970	chr9	122372605	122372825	+	lncRNA	ENSG00000269970
ENSG00000233616	chr9	122403002	122400970	-	lncRNA	ENSG00000233616
ENSG00000234156	chr9	122403407	122639685	+	lncRNA	ENSG00000234156
OR1J1	chr9	122477926	122476958	-	protein_coding	ENSG00000136834
OR1J2	chr9	122510802	122511743	+	protein_coding	ENSG00000197233
OR1J4	chr9	122519141	122520082	+	protein_coding	ENSG00000239590
OR1N1	chr9	122527293	122526358	-	protein_coding	ENSG00000171505
OR1N2	chr9	122553112	122554214	+	protein_coding	ENSG00000171501
OR1L8	chr9	122583384	122567117	-	protein_coding	ENSG00000171496
OR1H1P	chr9	122607864	122608800	+	transcribed_unprocessed_pseudogene	ENSG00000228914
OR1Q1	chr9	122614738	122615682	+	protein_coding	ENSG00000165202
OR1B1	chr9	122657627	122628125	-	protein_coding	ENSG00000280094
OR1L1	chr9	122661566	122662648	+	protein_coding	ENSG00000173679
OR1L3	chr9	122675130	122676104	+	protein_coding	ENSG00000171481
TLK1P1	chr9	122685933	122688372	+	processed_pseudogene	ENSG00000226783
OR1L4	chr9	122723990	122724925	+	protein_coding	ENSG00000136939
OR1L6	chr9	122742303	122750783	+	protein_coding	ENSG00000171459
SKA2P1	chr9	122761844	122762233	+	processed_pseudogene	ENSG00000232387
OR5C1	chr9	122788933	122789895	+	protein_coding	ENSG00000148215
PDCL	chr9	122828588	122798389	-	protein_coding	ENSG00000136940
OR1K1	chr9	122800123	122801073	+	protein_coding	ENSG00000165204
KRT18P67	chr9	122837557	122838820	+	processed_pseudogene	ENSG00000233425
RC3H2	chr9	122905359	122844556	-	protein_coding	ENSG00000056586
SNORD90	chr9	122880323	122880213	-	snoRNA	ENSG00000212447
ZBTB6	chr9	122913323	122908056	-	protein_coding	ENSG00000186130
ZBTB26	chr9	122931512	122915566	-	protein_coding	ENSG00000171448
ENSG00000261094	chr9	122931613	122940333	+	lncRNA	ENSG00000261094
ENSG00000286718	chr9	122941285	122940537	-	lncRNA	ENSG00000286718
RABGAP1	chr9	122940833	123104866	+	protein_coding	ENSG00000011454
RNY1P15	chr9	122946094	122945988	-	misc_RNA	ENSG00000222351
ENSG00000213216	chr9	123029753	123029373	-	processed_pseudogene	ENSG00000213216
GPR21	chr9	123033667	123035665	+	protein_coding	ENSG00000188394
ENSG00000225078	chr9	123063312	123061845	-	processed_pseudogene	ENSG00000225078
MIR600HG	chr9	123115477	123109494	-	lncRNA	ENSG00000236901
STRBP	chr9	123268586	123109500	-	protein_coding	ENSG00000165209
MIR600	chr9	123111643	123111546	-	miRNA	ENSG00000283941
ENSG00000301211	chr9	123221544	123224123	+	lncRNA	ENSG00000301211
ENSG00000308893	chr9	123319019	123320157	+	lncRNA	ENSG00000308893
ENSG00000310003	chr9	123325073	123336264	+	lncRNA	ENSG00000310003
ENSG00000298893	chr9	123340063	123338284	-	lncRNA	ENSG00000298893
CRB2	chr9	123356170	123380324	+	protein_coding	ENSG00000148204
DENND1A	chr9	123930152	123379654	-	protein_coding	ENSG00000119522
MIR601	chr9	123402603	123402525	-	miRNA	ENSG00000207991
MIR7150	chr9	123485622	123485529	-	miRNA	ENSG00000274932
ENSG00000237336	chr9	123491884	123493156	+	lncRNA	ENSG00000237336
ENSG00000230826	chr9	123736437	123751941	+	lncRNA	ENSG00000230826
ENSG00000229115	chr9	123759220	123759775	+	processed_pseudogene	ENSG00000229115
PIGFP2	chr9	123843036	123843686	+	processed_pseudogene	ENSG00000234881
ENSG00000309798	chr9	123930277	123930936	+	lncRNA	ENSG00000309798
ENSG00000309565	chr9	124000369	123996091	-	lncRNA	ENSG00000309565
ENSG00000309586	chr9	124000191	124001472	+	lncRNA	ENSG00000309586
LHX2	chr9	124001670	124033301	+	protein_coding	ENSG00000106689
LHX2-AS1	chr9	124009541	124006277	-	lncRNA	ENSG00000236668
ENSG00000294309	chr9	124008754	124009698	+	lncRNA	ENSG00000294309
ENSG00000231227	chr9	124010530	124011114	+	lncRNA	ENSG00000231227
ENSG00000234921	chr9	124032574	124031618	-	lncRNA	ENSG00000234921
ENSG00000308378	chr9	124035687	124089078	+	lncRNA	ENSG00000308378
ENSG00000308400	chr9	124079131	124077619	-	lncRNA	ENSG00000308400
ENSG00000296076	chr9	124125440	124110963	-	lncRNA	ENSG00000296076
ENSG00000303651	chr9	124138094	124147514	+	lncRNA	ENSG00000303651
ENSG00000298414	chr9	124222524	124173703	-	lncRNA	ENSG00000298414
ENSG00000306523	chr9	124222555	124226357	+	lncRNA	ENSG00000306523
NEK6	chr9	124257606	124353307	+	protein_coding	ENSG00000119408
ENSG00000235204	chr9	124261156	124259250	-	lncRNA	ENSG00000235204
ENSG00000227200	chr9	124262795	124270544	+	lncRNA	ENSG00000227200
ENSG00000301804	chr9	124273727	124274420	+	lncRNA	ENSG00000301804
PSMB7	chr9	124415444	124353465	-	protein_coding	ENSG00000136930
ADGRD2	chr9	124450451	124478589	+	protein_coding	ENSG00000180264
NR5A1	chr9	124507420	124481236	-	protein_coding	ENSG00000136931
ENSG00000310239	chr9	124506661	124509018	+	lncRNA	ENSG00000310239
ENSG00000231149	chr9	124516056	124514938	-	lncRNA	ENSG00000231149
NR6A1	chr9	124771311	124517275	-	protein_coding	ENSG00000148200
ENSG00000231744	chr9	124599580	124598707	-	processed_pseudogene	ENSG00000231744
RN7SL302P	chr9	124607159	124607458	+	misc_RNA	ENSG00000241246
MIR181A2HG	chr9	124658400	124698635	+	lncRNA	ENSG00000224020
MIR181A2	chr9	124692442	124692551	+	miRNA	ENSG00000207595
MIR181B2	chr9	124693710	124693798	+	miRNA	ENSG00000207737
ENSG00000236643	chr9	124770123	124773858	+	lncRNA	ENSG00000236643
OLFML2A	chr9	124777133	124814885	+	protein_coding	ENSG00000185585
ENSG00000296507	chr9	124838168	124837436	-	lncRNA	ENSG00000296507
WDR38	chr9	124853417	124857890	+	protein_coding	ENSG00000136918
RPL35	chr9	124861981	124857880	-	protein_coding	ENSG00000136942
ARPC5L	chr9	124862130	124877733	+	protein_coding	ENSG00000136950
ENSG00000289285	chr9	124869124	124868225	-	lncRNA	ENSG00000289285
GOLGA1	chr9	124948492	124878275	-	protein_coding	ENSG00000136935
RNU4-82P	chr9	124887549	124887410	-	snRNA	ENSG00000199313
ENSG00000296510	chr9	124940966	124940216	-	lncRNA	ENSG00000296510
ENSG00000293924	chr9	124941147	124952288	+	lncRNA	ENSG00000293924
SCAI	chr9	125143528	124942608	-	protein_coding	ENSG00000173611
FXNP2	chr9	124968840	124968294	-	processed_pseudogene	ENSG00000177736
PPP6C	chr9	125189939	125146573	-	protein_coding	ENSG00000119414
PRPS1P2	chr9	125150653	125151589	+	processed_pseudogene	ENSG00000232630
RPSAP76	chr9	125195821	125194649	-	processed_pseudogene	ENSG00000235332
ENSG00000300577	chr9	125201008	125199071	-	lncRNA	ENSG00000300577
RABEPK	chr9	125200542	125234161	+	protein_coding	ENSG00000136933
HSPA5	chr9	125241382	125234853	-	protein_coding	ENSG00000044574
HSPA5-DT	chr9	125241637	125260975	+	lncRNA	ENSG00000239705
GAPVD1	chr9	125261794	125367207	+	protein_coding	ENSG00000165219
ENSG00000214593	chr9	125264090	125263845	-	processed_pseudogene	ENSG00000214593
RNU6-1020P	chr9	125304026	125303920	-	snRNA	ENSG00000200554
ENSG00000227845	chr9	125372766	125372325	-	processed_pseudogene	ENSG00000227845
ENSG00000297528	chr9	125407921	125425128	+	lncRNA	ENSG00000297528
ENSG00000297553	chr9	125410419	125412778	+	lncRNA	ENSG00000297553
Metazoa_SRP	chr9	125417305	125417586	+	misc_RNA	ENSG00000274510
ENSG00000287782	chr9	125426141	125438513	+	lncRNA	ENSG00000287782
MAPKAP1	chr9	125707234	125437393	-	protein_coding	ENSG00000119487
RN7SL30P	chr9	125513207	125512902	-	misc_RNA	ENSG00000243845
ENSG00000227068	chr9	125567579	125573023	+	lncRNA	ENSG00000227068
HNRNPA1P15	chr9	125595669	125596628	+	processed_pseudogene	ENSG00000214761
PBX3-DT	chr9	125746552	125738832	-	lncRNA	ENSG00000229582
ENSG00000305705	chr9	125743655	125745899	+	lncRNA	ENSG00000305705
PBX3	chr9	125747345	125967377	+	protein_coding	ENSG00000167081
ENSG00000308237	chr9	126053006	126051030	-	lncRNA	ENSG00000308237
ENSG00000232413	chr9	126057580	126159613	+	lncRNA	ENSG00000232413
ENSG00000298333	chr9	126103293	126101040	-	lncRNA	ENSG00000298333
ENSG00000306161	chr9	126103422	126106116	+	lncRNA	ENSG00000306161
ENSG00000297108	chr9	126149150	126127048	-	lncRNA	ENSG00000297108
ENSG00000299285	chr9	126149766	126150828	+	lncRNA	ENSG00000299285
ENSG00000293938	chr9	126236125	126224756	-	lncRNA	ENSG00000293938
ENSG00000288537	chr9	126275918	126270121	-	lncRNA	ENSG00000288537
ENSG00000228392	chr9	126298593	126286999	-	lncRNA	ENSG00000228392
MVB12B	chr9	126326829	126507041	+	protein_coding	ENSG00000196814
ENSG00000298924	chr9	126338310	126337328	-	lncRNA	ENSG00000298924
NRON	chr9	126408410	126408041	-	misc_RNA	ENSG00000253079
SNORD116	chr9	126426893	126426970	+	snoRNA	ENSG00000252985
ENSG00000295036	chr9	126528522	126493573	-	lncRNA	ENSG00000295036
ENSG00000233721	chr9	126513259	126530343	+	lncRNA	ENSG00000233721
ENSG00000279137	chr9	126518840	126520773	+	TEC	ENSG00000279137
ENSG00000295086	chr9	126534183	126529729	-	lncRNA	ENSG00000295086
LMX1B-DT	chr9	126613761	126589327	-	lncRNA	ENSG00000224842
LMX1B	chr9	126613928	126701032	+	protein_coding	ENSG00000136944
ENSG00000238010	chr9	126640756	126641293	+	lncRNA	ENSG00000238010
ENSG00000286428	chr9	126705873	126701173	-	lncRNA	ENSG00000286428
ENSG00000293823	chr9	126717361	126722035	+	lncRNA	ENSG00000293823
ZBTB43	chr9	126805006	126838210	+	protein_coding	ENSG00000169155
ENSG00000288995	chr9	126819282	126820987	+	lncRNA	ENSG00000288995
ENSG00000296351	chr9	126862771	126854418	-	lncRNA	ENSG00000296351
ZBTB34	chr9	126860639	126885878	+	protein_coding	ENSG00000177125
RALGPS1	chr9	126914774	127223166	+	protein_coding	ENSG00000136828
ANGPTL2	chr9	127122635	127087348	-	protein_coding	ENSG00000136859
ENSG00000310341	chr9	127112386	127113659	+	lncRNA	ENSG00000310341
ENSG00000228487	chr9	127226196	127213783	-	lncRNA	ENSG00000228487
GARNL3	chr9	127224265	127393660	+	protein_coding	ENSG00000136895
ENSG00000297688	chr9	127245222	127242257	-	lncRNA	ENSG00000297688
DENRP4	chr9	127300982	127300093	-	processed_pseudogene	ENSG00000229369
ENSG00000271833	chr9	127366770	127367397	+	lncRNA	ENSG00000271833
SLC2A8	chr9	127397138	127408424	+	protein_coding	ENSG00000136856
ZNF79	chr9	127424374	127445372	+	protein_coding	ENSG00000196152
RPL12	chr9	127451406	127447674	-	protein_coding	ENSG00000197958
SNORA65	chr9	127448630	127448501	-	snoRNA	ENSG00000201302
LRSAM1	chr9	127451489	127503499	+	protein_coding	ENSG00000148356
Y_RNA	chr9	127470875	127470987	+	misc_RNA	ENSG00000200788
NIBAN2	chr9	127578989	127505339	-	protein_coding	ENSG00000136830
STXBP1	chr9	127579370	127696027	+	protein_coding	ENSG00000136854
ENSG00000279571	chr9	127690840	127690098	-	lncRNA	ENSG00000279571
PTRH1	chr9	127724873	127690348	-	protein_coding	ENSG00000187024
MIR3911	chr9	127690795	127690687	-	miRNA	ENSG00000283874
CFAP157	chr9	127706988	127716002	+	protein_coding	ENSG00000160401
TTC16	chr9	127716079	127731590	+	protein_coding	ENSG00000167094
TOR2A	chr9	127735313	127731524	-	protein_coding	ENSG00000160404
ENSG00000299648	chr9	127735566	127739140	+	lncRNA	ENSG00000299648
SH2D3C	chr9	127778710	127738317	-	protein_coding	ENSG00000095370
ENSG00000286196	chr9	127754480	127763581	+	lncRNA	ENSG00000286196
ENSG00000295129	chr9	127776547	127777982	+	lncRNA	ENSG00000295129
ENSG00000300930	chr9	127783804	127784974	+	lncRNA	ENSG00000300930
CDK9	chr9	127785679	127790792	+	protein_coding	ENSG00000136807
MIR3960	chr9	127785833	127785923	+	miRNA	ENSG00000283863
MIR2861	chr9	127785918	127786007	+	miRNA	ENSG00000284547
FPGS	chr9	127794597	127814494	+	protein_coding	ENSG00000136877
ENG	chr9	127854773	127811130	-	protein_coding	ENSG00000106991
ENSG00000225032	chr9	127816066	127822520	+	lncRNA	ENSG00000225032
Y_RNA	chr9	127832743	127832635	-	misc_RNA	ENSG00000222421
RNA5SP296	chr9	127841222	127841112	-	rRNA_pseudogene	ENSG00000222455
AK1	chr9	127877675	127866486	-	protein_coding	ENSG00000106992
ENSG00000257524	chr9	127906022	127867850	-	protein_coding	ENSG00000257524
MIR4672	chr9	127869495	127869415	-	miRNA	ENSG00000263979
ENSG00000295577	chr9	127877772	127881923	+	lncRNA	ENSG00000295577
ST6GALNAC6	chr9	127905408	127885321	-	protein_coding	ENSG00000160408
ENSG00000305432	chr9	127905937	127906221	+	lncRNA	ENSG00000305432
ST6GALNAC4	chr9	127917041	127907886	-	protein_coding	ENSG00000136840
ENSG00000227218	chr9	127916078	127940954	+	lncRNA	ENSG00000227218
PIP5KL1	chr9	127930785	127920881	-	protein_coding	ENSG00000167103
DPM2	chr9	127937854	127935099	-	protein_coding	ENSG00000136908
EEIG1	chr9	127980989	127940582	-	protein_coding	ENSG00000167106
ENSG00000230848	chr9	128057462	128017444	-	lncRNA	ENSG00000230848
NAIF1	chr9	128068206	128061233	-	protein_coding	ENSG00000171169
SLC25A25	chr9	128068201	128109245	+	protein_coding	ENSG00000148339
ENSG00000230536	chr9	128094457	128090969	-	lncRNA	ENSG00000230536
SLC25A25-AS1	chr9	128118693	128108581	-	lncRNA	ENSG00000234771
ENSG00000297862	chr9	128117824	128119733	+	lncRNA	ENSG00000297862
PTGES2	chr9	128128462	128120693	-	protein_coding	ENSG00000148334
PTGES2-AS1	chr9	128128529	128130628	+	lncRNA	ENSG00000232850
LCN2	chr9	128149071	128153453	+	protein_coding	ENSG00000148346
ENSG00000308297	chr9	128156936	128150313	-	lncRNA	ENSG00000308297
ENSG00000298354	chr9	128157064	128159804	+	lncRNA	ENSG00000298354
BBLN	chr9	128160265	128163924	+	protein_coding	ENSG00000171159
CIZ1	chr9	128204383	128161251	-	protein_coding	ENSG00000148337
DNM1	chr9	128191655	128255248	+	protein_coding	ENSG00000106976
MIR199B	chr9	128244830	128244721	-	miRNA	ENSG00000207581
MIR3154	chr9	128245030	128244947	-	miRNA	ENSG00000264823
GOLGA2	chr9	128276026	128255829	-	protein_coding	ENSG00000167110
ENSG00000307791	chr9	128260115	128260848	+	lncRNA	ENSG00000307791
